Method,Accuracy
Constant,0.447
MLP,0.813
ResNet,0.743
FTTrans,0.8326666666666667
boosted_trees,0.8426666666666667
rf,0.839
logistic_regression,0.5783333333333334
engression,0.7943333333333333
GAM,0.7933333333333333
GP,0.7746666666666666
